"x","y","pos","order"
5265.56591796875,5171.576171875,"5265.56591796875_5171.576171875",481
5214.66650390625,5212.0927734375,"5214.66650390625_5212.0927734375",8685
5186.25244140625,5321.81298828125,"5186.25244140625_5321.81298828125",442
5117.72119140625,5472.5302734375,"5117.72119140625_5472.5302734375",32975
4978.42333984375,5668.79052734375,"4978.42333984375_5668.79052734375",10149
4931.73583984375,5767.6796875,"4931.73583984375_5767.6796875",8667
4805.34521484375,5899.640625,"4805.34521484375_5899.640625",35305
4679.52978515625,6013.7080078125,"4679.52978515625_6013.7080078125",13165
4609.74755859375,6148.92041015625,"4609.74755859375_6148.92041015625",9532
4512.01708984375,6252.9921875,"4512.01708984375_6252.9921875",25061
4401.36669921875,6376.74853515625,"4401.36669921875_6376.74853515625",23032
4362.81201171875,6466.974609375,"4362.81201171875_6466.974609375",23354
4227.60107421875,6551.02734375,"4227.60107421875_6551.02734375",2196
4108.63720703125,6610.46240234375,"4108.63720703125_6610.46240234375",22110
4055.341796875,6655.7607421875,"4055.341796875_6655.7607421875",23653
3958.33056640625,6664.2939453125,"3958.33056640625_6664.2939453125",9220
3806.65795898438,6707.2529296875,"3806.65795898438_6707.2529296875",7262
3653.36059570312,6801.1015625,"3653.36059570312_6801.1015625",10702
3553.9609375,6810.421875,"3553.9609375_6810.421875",21013
3389.4990234375,6890,"3389.4990234375_6890",8139
3305.77661132812,6860.8193359375,"3305.77661132812_6860.8193359375",9340
3224.2763671875,6859.5,"3224.2763671875_6859.5",22397
3082.99853515625,6871.85205078125,"3082.99853515625_6871.85205078125",22852
2924.75854492188,6799.3994140625,"2924.75854492188_6799.3994140625",29813
2787.27416992188,6779.86181640625,"2787.27416992188_6779.86181640625",14138
2596.00317382812,6776.46142578125,"2596.00317382812_6776.46142578125",29016
2493.43286132812,6761.19775390625,"2493.43286132812_6761.19775390625",6379
2335.09936523438,6717.09033203125,"2335.09936523438_6717.09033203125",28236
2203.3935546875,6664.0234375,"2203.3935546875_6664.0234375",22386
2118.03540039062,6646.7421875,"2118.03540039062_6646.7421875",33376
1960.18371582031,6548.81884765625,"1960.18371582031_6548.81884765625",28790
1864.23913574219,6512.060546875,"1864.23913574219_6512.060546875",25619
1824.83752441406,6435.4267578125,"1824.83752441406_6435.4267578125",6952
1733.89184570312,6338.18798828125,"1733.89184570312_6338.18798828125",27463
1672.77233886719,6266.84326171875,"1672.77233886719_6266.84326171875",23572
1629.53503417969,6208.69384765625,"1629.53503417969_6208.69384765625",22258
1545.91479492188,6075.796875,"1545.91479492188_6075.796875",12170
1500.29357910156,5941.23046875,"1500.29357910156_5941.23046875",35295
1459.18029785156,5869.01318359375,"1459.18029785156_5869.01318359375",19006
1425.38537597656,5791.33544921875,"1425.38537597656_5791.33544921875",17250
1391.796875,5715.07275390625,"1391.796875_5715.07275390625",34209
1348.93029785156,5604.37451171875,"1348.93029785156_5604.37451171875",6651
1338.1875,5501.193359375,"1338.1875_5501.193359375",20542
1328.99084472656,5337.48388671875,"1328.99084472656_5337.48388671875",28143
1321.92541503906,5312.9658203125,"1321.92541503906_5312.9658203125",19122
1301.10095214844,5113.150390625,"1301.10095214844_5113.150390625",25759
1288.54064941406,4978.70556640625,"1288.54064941406_4978.70556640625",29960
1307.12744140625,4890.19580078125,"1307.12744140625_4890.19580078125",18690
1315.05810546875,4756.076171875,"1315.05810546875_4756.076171875",34301
1318.71606445312,4591.59130859375,"1318.71606445312_4591.59130859375",12257
1322.07141113281,4498.41748046875,"1322.07141113281_4498.41748046875",9603
1330.8427734375,4349.69189453125,"1330.8427734375_4349.69189453125",31931
1381.37097167969,4215.04638671875,"1381.37097167969_4215.04638671875",27229
1417.50927734375,4131.30078125,"1417.50927734375_4131.30078125",24496
1436.19140625,3986.61059570312,"1436.19140625_3986.61059570312",22262
1457.64111328125,3878.19702148438,"1457.64111328125_3878.19702148438",9007
1510.08239746094,3783.4228515625,"1510.08239746094_3783.4228515625",6591
1543.74865722656,3679.01391601562,"1543.74865722656_3679.01391601562",573
1582.14294433594,3487.00610351562,"1582.14294433594_3487.00610351562",26
1666.93688964844,3263.53686523438,"1666.93688964844_3263.53686523438",21015
1707.12487792969,3126.09619140625,"1707.12487792969_3126.09619140625",17220
1772.43249511719,3022.78735351562,"1772.43249511719_3022.78735351562",1842
1812.34887695312,2838.65063476562,"1812.34887695312_2838.65063476562",23216
1874.52062988281,2716.37573242188,"1874.52062988281_2716.37573242188",16223
1941.07922363281,2563.66040039062,"1941.07922363281_2563.66040039062",10515
2001.6328125,2476.09301757812,"2001.6328125_2476.09301757812",8394
2001.662109375,2356.22875976562,"2001.662109375_2356.22875976562",16493
2097.62963867188,2210.67431640625,"2097.62963867188_2210.67431640625",26787
2177.23022460938,2148.24487304688,"2177.23022460938_2148.24487304688",3600
2217.68774414062,2024.5302734375,"2217.68774414062_2024.5302734375",22916
2294.73046875,1968.52099609375,"2294.73046875_1968.52099609375",8582
2363.65478515625,1937.33459472656,"2363.65478515625_1937.33459472656",19345
2467.015625,1805.43432617188,"2467.015625_1805.43432617188",9700
2530.45825195312,1772.11450195312,"2530.45825195312_1772.11450195312",21609
2634.78149414062,1729.46984863281,"2634.78149414062_1729.46984863281",26145
2722.97265625,1640.64721679688,"2722.97265625_1640.64721679688",18033
2778.45043945312,1590.8935546875,"2778.45043945312_1590.8935546875",9461
2924.85229492188,1513.82739257812,"2924.85229492188_1513.82739257812",14640
3011.94970703125,1497.5927734375,"3011.94970703125_1497.5927734375",27673
3112.509765625,1476.72680664062,"3112.509765625_1476.72680664062",25657
3262.8681640625,1461.53491210938,"3262.8681640625_1461.53491210938",26756
3361.01245117188,1428.04272460938,"3361.01245117188_1428.04272460938",34746
3438.26245117188,1415.23718261719,"3438.26245117188_1415.23718261719",8989
3539.71875,1436.65063476562,"3539.71875_1436.65063476562",34978
3692.78369140625,1409.39733886719,"3692.78369140625_1409.39733886719",28600
3825.7646484375,1430.78015136719,"3825.7646484375_1430.78015136719",30447
3930.7919921875,1419.54370117188,"3930.7919921875_1419.54370117188",10779
4082.7705078125,1493.36096191406,"4082.7705078125_1493.36096191406",30162
4266.61669921875,1493.88098144531,"4266.61669921875_1493.88098144531",22929
4353.951171875,1488.00305175781,"4353.951171875_1488.00305175781",32759
4471.154296875,1509.29016113281,"4471.154296875_1509.29016113281",3317
4633.32666015625,1584.07592773438,"4633.32666015625_1584.07592773438",22660
4752.232421875,1678.85729980469,"4752.232421875_1678.85729980469",29832
4854.00537109375,1726.85119628906,"4854.00537109375_1726.85119628906",12002
4938.9365234375,1801.52673339844,"4938.9365234375_1801.52673339844",2201
5170.28515625,1937.93493652344,"5170.28515625_1937.93493652344",14795
5281.6376953125,2036.5966796875,"5281.6376953125_2036.5966796875",24678
5387.24267578125,2095.01440429688,"5387.24267578125_2095.01440429688",34435
5650.55224609375,2323.90234375,"5650.55224609375_2323.90234375",19529
5704.37939453125,2416.20947265625,"5704.37939453125_2416.20947265625",31825
5772.7666015625,2545.6953125,"5772.7666015625_2545.6953125",30485
5862.2578125,2641.94116210938,"5862.2578125_2641.94116210938",4936
5890.14013671875,2771.11157226562,"5890.14013671875_2771.11157226562",28899
5950.927734375,2977.96215820312,"5950.927734375_2977.96215820312",23744
5978.92529296875,3060.88549804688,"5978.92529296875_3060.88549804688",6595
6012.7783203125,3193.78247070312,"6012.7783203125_3193.78247070312",5140
6052.142578125,3314.9384765625,"6052.142578125_3314.9384765625",32908
6044.3046875,3538.36083984375,"6044.3046875_3538.36083984375",10899
6049.24267578125,3667.84692382812,"6049.24267578125_3667.84692382812",27854
6084.79833984375,3827.7177734375,"6084.79833984375_3827.7177734375",10898
6082.208984375,4115.2236328125,"6082.208984375_4115.2236328125",26065
6053.34326171875,4364.22314453125,"6053.34326171875_4364.22314453125",15084
5951.51611328125,4625.39404296875,"5951.51611328125_4625.39404296875",13413
5983.39501953125,4544.79833984375,"5983.39501953125_4544.79833984375",32064
5922.326171875,4644.48876953125,"5922.326171875_4644.48876953125",14883
5842.93701171875,4873.41650390625,"5842.93701171875_4873.41650390625",15303
5804.22265625,5150.2138671875,"5804.22265625_5150.2138671875",21546
5757.833984375,5276.57958984375,"5757.833984375_5276.57958984375",17615
5634.2685546875,5573.794921875,"5634.2685546875_5573.794921875",4771
5535.58056640625,5667.0048828125,"5535.58056640625_5667.0048828125",3884
5439.47412109375,5830.1435546875,"5439.47412109375_5830.1435546875",30546
5338.177734375,5999.2314453125,"5338.177734375_5999.2314453125",24725
5247.669921875,6194.13818359375,"5247.669921875_6194.13818359375",9661
5144.88671875,6273.3369140625,"5144.88671875_6273.3369140625",28020
5081.15380859375,6373.95556640625,"5081.15380859375_6373.95556640625",11915
5013.337890625,6520.705078125,"5013.337890625_6520.705078125",5632
4891.85302734375,6610.037109375,"4891.85302734375_6610.037109375",20979
4824.65478515625,6739.17333984375,"4824.65478515625_6739.17333984375",20075
4696.42822265625,6846.94873046875,"4696.42822265625_6846.94873046875",29536
4591.80517578125,6957.2734375,"4591.80517578125_6957.2734375",24493
4432.685546875,7016.2470703125,"4432.685546875_7016.2470703125",21710
4337.45361328125,7039.4404296875,"4337.45361328125_7039.4404296875",9287
4181.92041015625,7106.86083984375,"4181.92041015625_7106.86083984375",5022
4101.427734375,7113.40185546875,"4101.427734375_7113.40185546875",34482
3940.08618164062,7175.400390625,"3940.08618164062_7175.400390625",12859
3783.69458007812,7252.03759765625,"3783.69458007812_7252.03759765625",3029
3660.47290039062,7268.84814453125,"3660.47290039062_7268.84814453125",7294
3529.99487304688,7252.6376953125,"3529.99487304688_7252.6376953125",11294
3303.54760742188,7268.59326171875,"3303.54760742188_7268.59326171875",10220
3200.76684570312,7262.3154296875,"3200.76684570312_7262.3154296875",10841
3003.22265625,7297.0859375,"3003.22265625_7297.0859375",29257
2881.76416015625,7239.2138671875,"2881.76416015625_7239.2138671875",27380
2700.8720703125,7224.48486328125,"2700.8720703125_7224.48486328125",99
2539.62377929688,7185.03466796875,"2539.62377929688_7185.03466796875",30220
2433.14599609375,7183.18896484375,"2433.14599609375_7183.18896484375",16643
2155.31640625,7159.83642578125,"2155.31640625_7159.83642578125",2981
2062.83374023438,7133.24267578125,"2062.83374023438_7133.24267578125",3108
1946.44604492188,7118.59521484375,"1946.44604492188_7118.59521484375",17936
1852.95983886719,7035.29931640625,"1852.95983886719_7035.29931640625",28135
1704.46887207031,6984.92431640625,"1704.46887207031_6984.92431640625",17684
1605.21264648438,6889.5966796875,"1605.21264648438_6889.5966796875",18830
1495.92077636719,6855.77685546875,"1495.92077636719_6855.77685546875",20325
1426.76489257812,6785.96484375,"1426.76489257812_6785.96484375",28678
1338.62060546875,6681.5849609375,"1338.62060546875_6681.5849609375",6343
1252.53723144531,6587.66162109375,"1252.53723144531_6587.66162109375",12250
1177.16027832031,6501.130859375,"1177.16027832031_6501.130859375",7539
1103.3466796875,6396.2265625,"1103.3466796875_6396.2265625",28666
1041.99072265625,6325.40771484375,"1041.99072265625_6325.40771484375",25677
991.283996582031,6032.09521484375,"991.283996582031_6032.09521484375",28888
905.951049804688,5852.68408203125,"905.951049804688_5852.68408203125",13089
876.132568359375,5728.47900390625,"876.132568359375_5728.47900390625",32221
836.590087890625,5542.34130859375,"836.590087890625_5542.34130859375",20436
812.472473144531,5411.67626953125,"812.472473144531_5411.67626953125",4253
775.321166992188,5200.76708984375,"775.321166992188_5200.76708984375",6678
775.441589355469,4955.44970703125,"775.441589355469_4955.44970703125",5738
776.02392578125,4869.08544921875,"776.02392578125_4869.08544921875",16834
765.979614257812,4724.6845703125,"765.979614257812_4724.6845703125",33557
769.601135253906,4554.0986328125,"769.601135253906_4554.0986328125",15053
806.391174316406,4460.12939453125,"806.391174316406_4460.12939453125",6993
811.19140625,4376.87841796875,"811.19140625_4376.87841796875",16242
832.99560546875,4209.81494140625,"832.99560546875_4209.81494140625",27176
862.154174804688,4055.64306640625,"862.154174804688_4055.64306640625",27912
917.622680664062,3962.34887695312,"917.622680664062_3962.34887695312",17959
915.649353027344,3843.74169921875,"915.649353027344_3843.74169921875",1603
965.087768554688,3685.12939453125,"965.087768554688_3685.12939453125",21977
1016.42584228516,3550.89965820312,"1016.42584228516_3550.89965820312",15066
1069.53723144531,3421.30249023438,"1069.53723144531_3421.30249023438",22528
1078.44714355469,3350.05004882812,"1078.44714355469_3350.05004882812",21499
1137.85229492188,3077.35961914062,"1137.85229492188_3077.35961914062",32785
1172.44873046875,3005.5107421875,"1172.44873046875_3005.5107421875",29656
1234.10925292969,2881.603515625,"1234.10925292969_2881.603515625",30757
1270.51135253906,2802.0849609375,"1270.51135253906_2802.0849609375",6003
1361.86328125,2569.88940429688,"1361.86328125_2569.88940429688",20323
1422.916015625,2437.34252929688,"1422.916015625_2437.34252929688",32630
1482.48278808594,2346.1259765625,"1482.48278808594_2346.1259765625",9998
1529.08996582031,2234.0439453125,"1529.08996582031_2234.0439453125",14109
1597.84057617188,2073.8251953125,"1597.84057617188_2073.8251953125",6552
1682.54711914062,1935.373046875,"1682.54711914062_1935.373046875",22685
1792.38977050781,1753.95227050781,"1792.38977050781_1753.95227050781",8778
1841.93994140625,1609.93896484375,"1841.93994140625_1609.93896484375",7346
1935.16870117188,1502.33618164062,"1935.16870117188_1502.33618164062",9771
2002.03063964844,1446.2529296875,"2002.03063964844_1446.2529296875",953
2105.04736328125,1358.42309570312,"2105.04736328125_1358.42309570312",34403
2215.9140625,1233.5166015625,"2215.9140625_1233.5166015625",27391
2318.19360351562,1190.55053710938,"2318.19360351562_1190.55053710938",7774
2405.81640625,1189.98620605469,"2405.81640625_1189.98620605469",14509
2446.90405273438,1136.36437988281,"2446.90405273438_1136.36437988281",26490
2611.49462890625,1090.8837890625,"2611.49462890625_1090.8837890625",34517
2732.3349609375,1081.63549804688,"2732.3349609375_1081.63549804688",33060
2869.63061523438,1028.36120605469,"2869.63061523438_1028.36120605469",2010
2983.26049804688,958.471740722656,"2983.26049804688_958.471740722656",31123
3141.63110351562,936.273132324219,"3141.63110351562_936.273132324219",18083
3269.7578125,917.071166992188,"3269.7578125_917.071166992188",9306
3406.24731445312,911.442626953125,"3406.24731445312_911.442626953125",33427
3563.02905273438,868.167236328125,"3563.02905273438_868.167236328125",25766
3737.46997070312,892.630859375,"3737.46997070312_892.630859375",33018
3931.44848632812,907.354675292969,"3931.44848632812_907.354675292969",32098
4074.02734375,900.125305175781,"4074.02734375_900.125305175781",31504
4286.17333984375,914.465576171875,"4286.17333984375_914.465576171875",8102
4382.34130859375,924.532409667969,"4382.34130859375_924.532409667969",8677
4528.0068359375,1011.72143554688,"4528.0068359375_1011.72143554688",30512
4650.16064453125,1039.79443359375,"4650.16064453125_1039.79443359375",27383
4879.53076171875,1192.18078613281,"4879.53076171875_1192.18078613281",9905
4981.67626953125,1252.822265625,"4981.67626953125_1252.822265625",4177
5138.4140625,1316.11340332031,"5138.4140625_1316.11340332031",31373
5514.4755859375,1577.85693359375,"5514.4755859375_1577.85693359375",30785
5682.828125,1647.70666503906,"5682.828125_1647.70666503906",29611
5739.6953125,1738.33630371094,"5739.6953125_1738.33630371094",26174
5905.8173828125,1897.23266601562,"5905.8173828125_1897.23266601562",34859
6020.65576171875,2061.52392578125,"6020.65576171875_2061.52392578125",998
6147.55859375,2268.28588867188,"6147.55859375_2268.28588867188",18725
6273.02490234375,2393.34106445312,"6273.02490234375_2393.34106445312",1927
6343.64404296875,2503.263671875,"6343.64404296875_2503.263671875",27604
6429.93212890625,2613.2255859375,"6429.93212890625_2613.2255859375",32810
6490.41943359375,2750.18920898438,"6490.41943359375_2750.18920898438",14635
6537.79736328125,2836.50073242188,"6537.79736328125_2836.50073242188",7842
6566.6650390625,2954.23950195312,"6566.6650390625_2954.23950195312",2893
6607.9140625,3160.42822265625,"6607.9140625_3160.42822265625",5806
6743.220703125,3584.77294921875,"6743.220703125_3584.77294921875",30381
6740.73974609375,3780.41796875,"6740.73974609375_3780.41796875",16689
6772.142578125,3906.849609375,"6772.142578125_3906.849609375",26566
6774.05859375,4045.07836914062,"6774.05859375_4045.07836914062",33901
6768.3876953125,4291.7119140625,"6768.3876953125_4291.7119140625",9427
6723.6513671875,4434.294921875,"6723.6513671875_4434.294921875",19398
6640.115234375,4555.27783203125,"6640.115234375_4555.27783203125",17705
6592.4130859375,4652.32861328125,"6592.4130859375_4652.32861328125",32604
6498.373046875,4827.4384765625,"6498.373046875_4827.4384765625",11608
6456.9990234375,4944.10498046875,"6456.9990234375_4944.10498046875",11837
6405.15234375,5119.45654296875,"6405.15234375_5119.45654296875",18085
6331.705078125,5232.19140625,"6331.705078125_5232.19140625",27602
6320.14208984375,5383.84375,"6320.14208984375_5383.84375",34221
6303.1142578125,5475.25146484375,"6303.1142578125_5475.25146484375",34503
6291.365234375,5657.19970703125,"6291.365234375_5657.19970703125",814
6266.51318359375,5828.79638671875,"6266.51318359375_5828.79638671875",32163
6200.921875,5934.9482421875,"6200.921875_5934.9482421875",25160
6186.92333984375,5962.02880859375,"6186.92333984375_5962.02880859375",30343
6142.12060546875,6040.951171875,"6142.12060546875_6040.951171875",16274
6102.50439453125,6073.92822265625,"6102.50439453125_6073.92822265625",22468
5980.7939453125,6232.74072265625,"5980.7939453125_6232.74072265625",34147
5873.21728515625,6354.60205078125,"5873.21728515625_6354.60205078125",7435
5787.26904296875,6477.912109375,"5787.26904296875_6477.912109375",26617
5639.36572265625,6719.8408203125,"5639.36572265625_6719.8408203125",31810
5481.95849609375,6780.98388671875,"5481.95849609375_6780.98388671875",27565
5378.35498046875,6938.35693359375,"5378.35498046875_6938.35693359375",14275
5267.970703125,7019.5458984375,"5267.970703125_7019.5458984375",3463
5199.92529296875,7120.38720703125,"5199.92529296875_7120.38720703125",18149
5098.5966796875,7207.78125,"5098.5966796875_7207.78125",8517
5003.298828125,7318.37890625,"5003.298828125_7318.37890625",31597
4939.83203125,7348.2080078125,"4939.83203125_7348.2080078125",30515
4658.4091796875,7515.3525390625,"4658.4091796875_7515.3525390625",13244
4573.6435546875,7537.23388671875,"4573.6435546875_7537.23388671875",19237
4494.77392578125,7576.32763671875,"4494.77392578125_7576.32763671875",20447
4368.373046875,7655.21728515625,"4368.373046875_7655.21728515625",26991
4310.0166015625,7689.02978515625,"4310.0166015625_7689.02978515625",1996
4239.71337890625,7702.1904296875,"4239.71337890625_7702.1904296875",27828
4163.474609375,7712.61376953125,"4163.474609375_7712.61376953125",31786
3993.06176757812,7777.6630859375,"3993.06176757812_7777.6630859375",27575
3918.6220703125,7823.1875,"3918.6220703125_7823.1875",25575
3776.86547851562,7865.4775390625,"3776.86547851562_7865.4775390625",8117
3636.67041015625,7876.93798828125,"3636.67041015625_7876.93798828125",29177
3584.435546875,7905.5888671875,"3584.435546875_7905.5888671875",24860
3491.12158203125,7908.267578125,"3491.12158203125_7908.267578125",22085
3441.322265625,7906.46533203125,"3441.322265625_7906.46533203125",856
3319.71044921875,7893.33740234375,"3319.71044921875_7893.33740234375",21940
3164.54809570312,7922.642578125,"3164.54809570312_7922.642578125",30039
3058.82788085938,7893.98583984375,"3058.82788085938_7893.98583984375",819
2961.72387695312,7932.84375,"2961.72387695312_7932.84375",24298
2713.7158203125,7912.86279296875,"2713.7158203125_7912.86279296875",29495
2611.39990234375,7852.53857421875,"2611.39990234375_7852.53857421875",7868
2531.62768554688,7843.6484375,"2531.62768554688_7843.6484375",15192
2509.19555664062,7829.71533203125,"2509.19555664062_7829.71533203125",8961
2446.64282226562,7852.7685546875,"2446.64282226562_7852.7685546875",5768
2402.09057617188,7849.99658203125,"2402.09057617188_7849.99658203125",24461
2357.21264648438,7832.791015625,"2357.21264648438_7832.791015625",553
2273.76440429688,7829.18408203125,"2273.76440429688_7829.18408203125",3877
